protein_id,class_id
3j3q_1_IGA_7s_model1,8
8he5_20_T_c_model1,86
1sqp_8_H_H_model1,46
4u4r_63_ME_n7_model1,45
5oy7_4_R_W_model1,40
8iej_2_B_D_model1,56
5ooe_1_E_E_model1,90
1km7_1_A_A_model1,85
1eqz_2_G_E_model1,14
6fhl_1_D_D_model1,90
3j3q_1_UO_hb_model1,8
6msj_31_EA_R_model1,60
2ww9_11_K_K_model1,62
2myb_1_A_A_model1,19
3j3y_1_VA_fg_model1,8
1o1f_4_V_V_model1,90
1klv_1_A_A_model20,85
3j3y_1_KQ_8k_model1,8
7zux_54_BB_EO_model1,37
6j50_21_Y_h_model1,56
3j3y_1_KHA_8T_model1,8
7zuw_15_O_AJ_model1,16
8v27_4_D_D_model1,56
3j3q_1_C_2f_model1,8
5ndv_55_CB_S9_model1,16
7v32_26_AA_c_model1,18
6wvt_1_E_H_model1,90
3j3q_1_YO_ku_model1,8
3j3y_1_DD_3H_model1,8
8uxw_8_L_O_model1,90
7pm7_4_D_C_model1,90
3j3q_1_LB_L_model1,8
6hhq_65_OE_c7_model1,0
6t83_41_QD_Ha_model1,5
6mse_32_TA_r_model1,60
6wvt_1_C_E_model1,90
6bkm_2_B_B_model1,59
2zd1_1_A_A_model1,9
7z24_1_A_A_model1,32
3j3q_1_PDA_d8_model1,8
7pj1_1_A_A_model3,14
3azn_3_G_G_model1,86
5tsx_1_B_B_model1,25
1wla_1_A_A_model1,15
3j3q_1_HC_6u_model1,8
7u52_4_D_D_model1,34
3j3y_1_AW_1e_model1,8
8peo_4_H_H_model1,70
3j3y_1_OOA_b8_model1,8
8hxy_4_H_H_model1,70
6uxw_4_H_Y_model1,70
3wyo_1_A_A_model1,88
8pw7_21_EA_H_model1,96
3j3y_1_YS_iO_model1,8
8y0u_61_IB_SV_model1,83
5mvy_1_W_W_model1,90
7xvl_3_Q_g_model1,14
5mvy_1_E_E_model1,90
8tj9_2_B_B_model1,51
7nep_1_B_B_model1,90
7zrs_8_H_AC_model1,87
7r5r_3_C_C_model1,31
5xte_5_E_E_model1,96
3j3q_1_D_3V_model1,8
8cku_82_DC_y_model1,17
8shd_4_L_d_model1,52
3j3y_1_UR_fV_model1,8
3j3y_1_OEA_ap_model1,8
6j99_4_D_D_model1,56
8r9m_1_A_A_model1,15
8yv8_4_D_D_model1,56
6zkk_40_OA_v_model1,81
7xfm_3_G_G_model1,49
7e2y_1_A_A_model1,64
3j3y_1_JV_88_model1,8
8ugr_52_KB_6H_model1,96
5kkk_1_A_A_model1,39
3j3y_1_RZ_dV_model1,8
4u6f_24_X_D2_model1,17
3j3q_1_YFA_kd_model1,8
6tnu_6_F_R_model1,87
6ika_1_D_C_model1,32
3j3y_1_IM_7B_model1,8
6w17_9_K_K_model1,90
5y0c_4_E_C_model1,86
8f8q_1_B_B_model1,90
7r8v_1_A_A_model1,90
3tu4_4_D_D_model1,70
7cow_6_F_D_model1,56
5mc6_26_Z_Y_model1,91
6ugm_4_D_D_model1,70
3azl_4_H_H_model1,56
7v5r_1_B_B_model1,88
7mbm_8_H_J_model1,80
6la9_3_G_G_model1,14
6uby_1_E_E_model1,90
1hmv_1_C_C_model1,32
8bzl_13_AA_M_model1,33
8ceh_82_DC_x_model1,83
5vft_30_DA_S_model1,92
3j3q_1_ATA_1c_model1,8
8v4y_4_H_H_model1,70
5lf7_12_L_L_model1,92
3j3y_1_SS_e6_model1,8
8jh4_18_V_g_model1,14
7k5y_4_H_H_model1,56
6kw4_20_X_P_model1,56
7pft_4_V_d_model1,79
7a44_1_A_A_model1,39
6lqp_13_M_SO_model1,91
7nao_10_X_X_model1,69
8bvw_38_PA_h_model1,93
6nrc_8_H_B_model1,13
8sgl_1_A_A_model1,7
6r1t_4_H_H_model1,56
8ewb_8_H_BJ_model1,16
3j3y_1_WQA_gv_model1,8
7y8r_4_D_D_model1,34
6y5e_3_C_C_model1,14
3c6t_1_A_A_model1,22
8cxb_12_N_X_model1,69
6wjn_25_MA_T_model1,33
4ifv_1_A_A_model1,9
3j4f_1_A_A_model1,8
6ler_4_H_H_model1,56
3j3y_1_HJA_6O_model1,8
6kif_3_MA_N_model1,41
1o1e_4_BA_2_model1,90
7ni0_3_C_C_model1,84
4o5i_2_J_J_model1,51
5b31_4_H_H_model1,56
3j3y_1_FG_4q_model1,8
3j3q_1_TMA_gj_model1,8
1k0t_1_A_A_model17,41
8guj_4_H_H_model1,56
8sho_4_L_d_model1,52
8evs_62_JB_AZ_model1,45
3j3q_1_FQA_5i_model1,8
4we1_1_A_A_model1,9
5jlf_1_A_A_model1,90
5oxv_3_P_Q_model1,40
7snq_1_L_L_model1,25
3o62_4_H_H_model1,70
4a0o_1_P_P_model1,66
7rr5_69_QB_SV_model1,83
1iru_9_I_I_model1,3
3j3q_1_WIA_j4_model1,8
3j3q_1_GJA_6J_model1,8
3j3q_1_JE_8c_model1,8
8ccs_63_KB_f_model1,87
8ihl_3_C_C_model1,86
3j3q_1_OT_co_model1,8
3j3q_1_AJ_1H_model1,8
3u4m_1_A_A_model1,6
7dgq_65_NB_B7_model1,46
3j3q_1_PK_dL_model1,8
6skk_1_D_D_model1,8
6avo_12_T_T_model1,69
7w32_26_AA_c_model1,18
4pkh_1_A_A_model1,90
5azq_1_A_A_model1,15
5vtv_2_D_D_model1,59
7kch_1_C_C_model1,90
8cdl_12_L_B_model1,37
6x5z_1_E_B_model1,90
6r70_13_Z_Z_model1,92
7u50_3_G_G_model1,14
3j3y_1_ZN_iz_model1,8
3j3q_1_CU_3J_model1,8
3j3y_1_FZ_5L_model1,8
7nrc_20_T_SG_model1,0
7d5t_10_J_SK_model1,16
7nvo_8_Q_b_model1,13
4u4z_19_S_C7_model1,0
7zpq_19_S_AN_model1,91
3j3y_1_ZL_iv_model1,8
7x3t_4_O_N_model1,93
3j3y_1_TGA_eS_model1,8
3j3y_1_JZ_8C_model1,8
5vfq_13_LA_S_model1,92
8cf5_83_EC_y_model1,17
6pfy_3_C_N_model1,41
6k1i_4_H_H_model1,56
3j3y_1_MBA_9i_model1,8
4u6f_53_BE_m7_model1,37
4u51_4_EC_s2_model1,87
6l49_3_G_G_model1,86
4u50_15_PC_c3_model1,91
8cvt_18_R_R_model1,60
4kz6_1_A_A_model1,54
6t7c_4_D_D_model1,79
4e3n_1_B_B_model1,54
4rtz_1_A_A_model1,48
2ynh_1_A_A_model1,22
3wtp_4_D_D_model1,56
7r5r_4_H_H_model1,34
7x3u_8_O_Z_model1,75
7vkt_2_B_B_model1,64
7n8b_26_Z_AX_model1,62
4fqy_2_B_B_model1,59
3j3y_1_V_ff_model1,8
8ypk_12_Q_B_model1,3
5cpi_4_D_D_model1,56
6muo_4_H_H_model1,56
5fci_24_YC_d2_model1,17
3j3y_1_UJ_fF_model1,8
3j3q_1_AP_1T_model1,8
2w49_5_CA_F_model1,90
3j3y_1_LHA_9B_model1,8
5x0y_4_H_H_model1,70
1klv_1_A_A_model18,85
6n9k_1_B_B_model1,57
8sn9_3_G_G_model1,14
8yti_3_C_C_model1,14
7nvo_8_H_B_model1,13
5juu_59_GB_GB_model1,16
8sn0_3_G_G_model1,14
8i9u_4_D_D_model1,52
7xsx_28_FA_g_model1,86
3azl_3_G_G_model1,86
7nvl_3_L_d_model1,52
4v9h_51_YA_BC_model1,11
3j3q_1_GTA_6d_model1,8
5lf1_12_Z_Z_model1,92
7utl_1_R_R_model1,90
7u52_3_G_G_model1,14
9b27_1_E_E_model1,90
5av8_3_G_G_model1,86
5tbw_28_UB_DB_model1,45
8sn9_3_C_C_model1,14
2rvq_1_A_C_model7,14
8sg8_9_I_Z_model1,75
3j3q_1_YU_l5_model1,8
8c4c_1_C_C_model1,90
3j3y_1_BHA_1y_model1,8
8hki_1_A_A_model1,7
5tga_63_KB_N7_model1,45
3o86_1_A_A_model1,54
3j8k_1_F_F_model1,90
7ohr_8_H_E_model1,5
5b40_4_D_D_model1,56
7wtr_10_J_SN_model1,91
3j3q_1_ZMA_lo_model1,8
8gag_1_A_A_model1,21
7ztd_1_E_E_model1,61
8evp_60_HB_AX_model1,62
6y9y_1_M_k_model1,8
8tj4_2_H_H_model1,51
8thy_1_B_B_model1,61
3j3q_1_HV_7V_model1,8
8q3e_5_I_HHH_model1,56
6kiv_4_D_D_model1,56
3j3q_1_EY_57_model1,8
7ohc_4_H_H_model1,70
7va4_5_Y_g_model1,14
3j3q_1_YCA_kX_model1,8
5ndv_29_CA_N8_model1,74
7x0a_3_E_D_model1,52
5oy0_3_C_3_model1,41
7nap_11_K_Y_model1,60
3j3y_1_ANA_1Q_model1,8
3j78_6_F_L6_model1,5
6ylx_22_V_Z_model1,45
3av1_3_G_G_model1,86
6sv4_21_FC_R_model1,87
7y7i_3_C_C_model1,14
5it7_69_QB_V_model1,23
8ox1_3_G_G_model1,31
7w9v_4_H_H_model1,56
6gqv_31_EA_a_model1,74
8cg8_39_MA_M_model1,74
6tzb_2_F_F_model1,59
3j3y_1_FBA_4h_model1,8
3j3y_1_QB_c8_model1,8
7xfi_3_C_C_model1,49
8wg5_4_H_G_model1,14
6qpg_3_F_F_model1,10
3j3q_1_ELA_4j_model1,8
7oh3_29_CA_a_model1,74
7net_1_B_B_model1,48
5on6_59_GE_K_model1,16
3j3q_1_KJA_9c_model1,8
7zux_29_CA_DW_model1,17
8dnf_1_A_A_model1,61
7nht_10_J_J_model1,69
4w29_25_HC_BC_model1,11
3j3q_1_NCA_bS_model1,8
3j3y_1_LE_94_model1,8
7nxv_1_A_A_model1,90
8sh9_9_Q_z_model1,75
8tqp_1_D_D_model1,25
7utj_1_D_D_model1,90
5tbw_29_CA_AB_model1,74
7snq_1_H_H_model1,25
8ru0_1_B_B_model1,90
3j3y_1_EP_4O_model1,8
6fai_24_X_N_model1,91
4u4y_15_PC_c3_model1,91
5jlh_1_C_C_model1,61
5gjq_3_EA_p_model1,71
3j3q_1_KYA_G_model1,8
8evj_6_J_H_model1,56
6y9v_1_M_k_model1,8
3j3y_1_GB_5P_model1,8
8ghv_1_A_A_model1,21
3j3q_1_EJA_4f_model1,8
7uti_1_M_O_model1,90
3j3q_1_LIA_a_model1,8
6skn_1_H_H_model1,8
6z6j_43_QA_LE_model1,5
7pf4_4_H_R_model1,79
3j3q_1_XD_jj_model1,8
3j3y_1_OU_bH_model1,8
2w4u_5_AA_D_model1,90
6jxd_3_C_C_model1,14
8q36_4_D_CCC_model1,14
7azy_23_W_y_model1,37
5z30_4_D_D_model1,56
8qyo_10_J_J_model1,69
4a13_1_J_J_model1,66
2zsr_1_A_A_model1,19
8spu_6_J_G_model1,14
4v5p_38_MA_BC_model1,11
3j3q_1_RTA_fI_model1,8
8a2t_1_C_C_model1,90
8shl_2_J_a_model1,7
3j3q_1_ZR_lx_model1,8
5dgv_63_ME_n7_model1,45
6t4q_11_K_SJ_model1,16
8r8g_1_A_A_model1,15
8iog_6_Q_f_model1,96
1mql_2_F_H_model1,51
3m8q_1_A_A_model1,22
6cxi_1_D_D_model1,61
6ryr_3_G_G_model1,40
6ns9_2_B_B_model1,51
2a3z_1_A_A_model1,90
7nl0_4_D_D_model1,56
1npg_1_A_A_model1,15
8pp6_3_C_C_model1,14
4v8y_30_DA_AV_model1,83
6t83_41_OA_Ey_model1,5
5xrt_2_B_B_model1,51
5xm0_4_D_D_model1,56
6a5r_19_S_d_model1,56
3j3q_1_PH_dF_model1,8
3j3q_1_HP_7J_model1,8
3j3y_1_SF_dh_model1,8
5av6_4_H_H_model1,56
3j3q_1_RCA_el_model1,8
4u4u_15_PC_c3_model1,91
7coy_3_N_bC_model1,41
1h1v_1_A_A_model1,90
6q8y_27_AA_b_model1,17
6y9w_1_E_G_model1,8
3e01_1_A_A_model1,22
7nvl_1_J_a_model1,7
8c4c_1_F_F_model1,90
3an2_4_D_D_model1,56
1rt5_1_A_A_model1,22
3jbj_1_B_B_model1,90
4v8y_22_V_AN_model1,91
7pj1_1_A_A_model14,14
6j99_3_G_G_model1,40
7a38_1_B_B_model1,48
6hkt_3_KA_M_model1,86
7vdv_2_F_G_model1,40
5oy7_4_L_O_model1,40
8c4c_1_H_H_model1,90
7pfc_4_D_D_model1,79
4kz3_1_A_A_model1,54
3j3q_1_FS_5l_model1,8
8smy_3_G_G_model1,14
3j3q_1_AI_1F_model1,8
5t0c_30_JB_BR_model1,60
7btb_2_B_a_model1,74
7u51_3_G_G_model1,14
3j3q_1_PC_d5_model1,8
3j3q_1_JX_9D_model1,8
8bjh_1_A_A_model1,90
3j3y_1_TT_eq_model1,8
6y5l_2_F_F_model1,53
7v9j_4_T_V_model1,56
5vqu_1_A_A_model1,32
1p3b_4_I_G_model1,49
3j34_1_H_L_model1,8
5dc3_43_QA_L6_model1,5
7q0f_69_QB_X_model1,4
8x1c_11_U_U_model1,61
8shf_2_J_a_model1,7
7w1u_26_AA_c_model1,18
8sn4_4_D_D_model1,56
6av9_1_B_B_model1,90
5mei_27_TB_CZ_model1,62
3j3q_1_PX_dl_model1,8
7z7h_1_A_A_model1,90
4uer_36_JA_Z_model1,83
8x15_1_E_E_model1,31
6n1z_3_F_F_model1,80
8y0u_59_GB_SN_model1,91
4b1z_1_F_F_model1,90
1ken_2_F_F_model1,53
4u4u_64_NE_n8_model1,74
4a0w_1_L_L_model1,66
4a0o_1_I_I_model1,66
3j3y_1_MV_S_model1,8
8kd2_8_J_R_model1,70
8g8g_4_D_D_model1,70
2w4u_5_X_Q_model1,90
3j3q_1_DM_3u_model1,8
5le5_8_H_H_model1,71
7xzx_3_G_G_model1,86
3ut9_4_H_H_model1,70
8sn7_3_C_C_model1,14
4u3m_24_X_D2_model1,17
5o9g_5_H_H_model1,56
1hgg_2_F_F_model1,53
4e3m_1_A_A_model1,54
7vbm_3_G_G_model1,86
7ejx_2_B_A_model1,21
6x0n_4_D_D_model1,70
8d17_1_G_G_model1,90
3j3y_1_ZK_it_model1,8
3j34_1_W_j_model1,8
8a2s_1_B_B_model1,90
6fhl_1_E_E_model1,90
6t4q_22_V_SV_model1,83
8c3a_60_HB_DA_model1,16
8cgn_79_BC_x_model1,83
3j3q_1_CS_3F_model1,8
5gxq_4_D_D_model1,56
1u35_5_J_H_model1,56
8afi_1_N_K_model1,85
8f8p_1_A_A_model1,90
4h0v_2_B_B_model1,90
3j3y_1_TN_ef_model1,8
1k0t_1_A_A_model21,41
6t1y_1_B_B_model1,90
8fcd_1_A_A_model1,22
6a5l_19_S_d_model1,56
4r67_11_MA_Y_model1,69
6fml_11_S_S_model1,14
3j3q_1_KS_9t_model1,8
7qj5_2_C_e_model1,61
3j3q_1_JDA_8b_model1,8
7yqk_3_G_G_model1,14
3h4e_1_A_A_model1,25
3j3q_1_JN_8u_model1,8
6t83_12_L_Jb_model1,16
7l0r_3_C_A_model1,21
4u51_53_AB_M7_model1,37
6hhq_70_KD_X_model1,17
7v9k_4_H_R_model1,56
3gv9_1_A_A_model1,54
3j3y_1_JLA_7t_model1,8
3j3q_1_JY_9F_model1,8
3j3y_1_WU_h_model1,8
7v5g_6_M_M_model1,92
7y3f_3_C_C_model1,41
4a7l_1_D_D_model1,90
3j3q_1_IC_7j_model1,8
3j34_1_E_F_model1,8
5xf4_4_D_D_model1,56
7pma_4_D_C_model1,90
3j3y_1_OO_b7_model1,8
8t3t_4_D_D_model1,70
5vft_28_BA_Q_model1,69
5oy0_3_Y_C_model1,41
7pet_4_H_R_model1,79
8pc6_5_I_H_model1,70
3j3y_1_TM_ed_model1,8
6skk_1_A_A_model1,8
8ewc_63_KB_Aa_model1,74
7plz_2_B_C_model1,90
4jz3_1_A_A_model1,48
2hny_1_A_A_model1,32
4pkh_1_G_I_model1,90
3j3y_1_AM_1N_model1,8
7udu_1_A_A_model1,90
6ls8_1_E_I_model1,88
7w3f_19_PA_S_model1,92
8wg5_5_E_D_model1,56
8u6p_1_A_A_model1,9
7tpt_8_I_I_model1,90
8ugr_52_AB_3H_model1,96
6iug_1_B_B_model1,61
5dat_61_IB_N5_model1,62
3j3y_1_EC_3z_model1,8
5z3v_5_E_D_model1,70
8agw_14_N_N_model1,74
7k61_4_D_D_model1,56
8tqp_1_I_I_model1,25
8byq_36_JA_d_model1,93
1mvw_4_FA_6_model1,90
7pj1_1_A_A_model2,14
4u4z_64_LB_N8_model1,74
4v5p_38_TC_DC_model1,11
8jho_4_D_D_model1,70
7nky_22_Z_g_model1,40
3j3y_1_UKA_fI_model1,8
6a5r_18_R_c_model1,86
3j3y_1_IDA_6v_model1,8
3av2_4_D_D_model1,56
7q0a_1_A_A_model1,89
6muo_3_C_C_model1,14
8sn6_4_H_H_model1,56
7nrd_29_CA_Sb_model1,17
3j3q_1_ZV_r_model1,8
7xct_3_C_C_model1,14
1yxq_1_B_B_model1,90
3j3q_1_NJ_bf_model1,8
3j3y_1_WKA_gj_model1,8
5gt3_4_H_H_model1,56
8smx_3_G_G_model1,14
5m32_8_V_V_model1,71
3m1f_1_A_A_model1,90
3j3q_1_SAA_fW_model1,8
3azj_4_D_D_model1,56
7uti_1_O_Q_model1,90
6la8_4_N_N_model1,56
7t5q_8_H_H_model1,90
8cvr_13_AA_M_model1,92
5on6_27_AA_8_model1,62
5mei_18_R_x_model1,37
7pii_4_D_D_model1,34
4u52_11_LC_s9_model1,16
7x0v_1_A_K_model1,75
6snt_59_GB_as_model1,62
3j3q_1_HG_71_model1,8
3j81_24_X_W_model1,4
5mva_1_F_F_model1,90
4z94_1_A_A_model1,90
4ncg_1_A_A_model1,22
3j3q_1_TWA_h2_model1,8
8d18_1_G_G_model1,90
2pu4_1_A_A_model1,54
3j3y_1_LBA_9_model1,8
4e3n_1_A_A_model1,54
3j3y_1_DV_3p_model1,8
5fcj_53_CE_m7_model1,37
6zkl_40_OA_v_model1,81
3j3y_1_GN_5n_model1,8
3j3y_1_FJ_4w_model1,8
3lak_1_A_A_model1,22
3j3y_1_LFA_97_model1,8
5kgf_4_H_H_model1,34
5mc6_64_MB_AX_model1,37
5mva_1_H_H_model1,90
6wjn_24_LA_S_model1,92
3j3y_1_OF_aq_model1,8
7b7d_24_X_a_model1,83
3j3q_1_UQA_hg_model1,8
5dgv_4_D_S2_model1,87
6m44_4_D_D_model1,56
3j3q_1_WY_jZ_model1,8
3j3y_1_BM_26_model1,8
6lqr_12_L_SO_model1,91
8shg_4_D_D_model1,52
7va4_5_M_U_model1,14
7lum_3_E_F_model1,52
4u55_4_D_S2_model1,87
3j3q_1_ZJ_lh_model1,8
8vfz_4_H_G_model1,14
7pj1_1_A_A_model5,14
7pf0_4_Q_R_model1,79
3j3q_1_MT_b9_model1,8
7xd1_3_C_C_model1,14
7qxu_32_TA_t_model1,33
7pme_3_I_G_model1,90
6eml_19_S_W_model1,16
7dbh_3_C_C_model1,86
7awe_13_AA_M_model1,92
5dat_43_QA_L6_model1,5
4wym_1_F_F_model1,25
6e0p_3_C_C_model1,14
4b1z_1_E_E_model1,90
8v2z_1_D_D_model1,61
5yu8_1_D_D_model1,90
4jxw_1_B_B_model1,54
3j3y_1_WCA_gT_model1,8
8ceh_71_SB_m_model1,16
7scg_4_D_A_model1,21
3j3q_1_QSA_eR_model1,8
8x7i_4_F_G_model1,14
3j3q_1_BR_2N_model1,8
8h9t_15_Y_G_model1,36
6t9l_4_D_D_model1,70
3j3q_1_KFA_9U_model1,8
5vfp_14_LA_T_model1,33
8bn3_1_A_B_model1,55
3j3y_1_TK_eZ_model1,8
9b27_1_A_A_model1,90
6tb3_55_CB_AX_model1,37
6y9z_1_B_B_model1,8
1pmb_1_B_B_model1,88
4u3m_23_W_D1_model1,83
7kbd_4_D_D_model1,93
8rbx_18_W_V_model1,14
3j3q_1_IQA_8B_model1,8
2w4u_5_O_H_model1,90
3j3q_1_DEA_3f_model1,8
7lum_2_C_E_model1,13
7top_27_AA_AL25_model1,62
6hkt_3_C_0_model1,86
6skn_1_D_D_model1,8
7ztd_1_B_B_model1,61
3j3y_1_TBA_eI_model1,8
6upv_2_E_C_model1,90
5tgm_19_TC_c7_model1,0
5avc_4_H_H_model1,56
3j3y_1_XZ_hn_model1,8
5le5_12_L_L_model1,92
8svf_3_G_G_model1,49
7xyf_1_B_G_model1,14
7wu7_14_V_P_model1,35
7kux_7_G_C_model1,43
7xfl_3_C_C_model1,49
5tgm_61_KE_n5_model1,62
5lyb_63_KB_N7_model1,45
8fz6_9_W_W_model1,3
6t7t_59_GB_LX_model1,62
6n8k_4_D_a_model1,74
7x3t_3_G_G_model1,40
8cah_16_P_W_model1,16
4u4q_24_X_D2_model1,17
3wyo_2_B_B_model1,88
8w9d_8_N_h_model1,79
5dge_63_ME_n7_model1,45
3j3y_1_UPA_fS_model1,8
8av6_12_P_P_model1,34
7ea8_5_E_D_model1,56
6rbd_13_M_N_model1,91
3j3q_1_QD_dx_model1,8
6cxi_1_C_C_model1,61
3j4f_1_E_E_model1,8
3j3q_1_TRA_gt_model1,8
6ltm_1_A_A_model1,88
5xn0_1_A_A_model1,32
3j3q_1_GRA_6Z_model1,8
7w1o_26_AA_c_model1,18
8cku_70_RB_m_model1,16
1rtj_1_A_A_model1,22
6bnq_2_H_B_model1,90
8ybk_3_G_G_model1,14
6slq_1_F_F_model1,8
6vau_1_E_E_model1,90
3j3y_1_TRA_eo_model1,8
5xf4_3_C_C_model1,14
7w37_18_R_r_model1,60
7aif_1_A_A_model1,47
3qip_1_A_A_model1,22
6r8z_4_H_H_model1,56
6t7t_26_Z_SW_model1,17
7aju_57_HB_DW_model1,17
3o86_1_B_B_model1,54
8ykv_1_A_A_model1,64
5b0y_4_H_H_model1,56
7xti_28_DA_g_model1,86
8hag_3_C_C_model1,14
3j3q_1_CWA_3O_model1,8
5vfo_13_M_s_model1,92
8v83_10_J_E_model1,5
7pj1_1_A_A_model11,14
3j3y_1_OI_aw_model1,8
8ugr_52_NE_6U_model1,96
4a0v_1_L_L_model1,66
5on6_67_OE_c7_model1,0
6vec_1_H_H_model1,90
6y9y_1_F_H_model1,8
8tj6_2_H_H_model1,51
5gtc_4_H_H_model1,56
8stv_1_C_C_model1,32
7yi4_7_K_N_model1,70
8e9b_8_I_I_model1,90
3j3y_1_CEA_2b_model1,8
6xmj_11_K_K_model1,69
3j3q_1_TI_ga_model1,8
6j4w_21_Y_g_model1,86
3j3q_1_CVA_3M_model1,8
8v84_11_K_E_model1,5
5xf4_4_H_H_model1,56
3j3y_1_PFA_bZ_model1,8
7v9k_4_D_H_model1,56
7too_30_DA_AL27_model1,45
8off_4_D_Aa_model1,14
8c4e_1_D_D_model1,90
5yir_1_B_B_model1,85
4rw8_1_A_A_model1,9
4v7k_26_Z_BC_model1,11
7wz3_3_E_D_model1,52
4pkh_1_C_D_model1,90
5cn9_1_A_A_model1,15
8fx5_5_E_A_model1,64
8i1u_1_A_A_model1,7
6t4q_15_O_SN_model1,91
5gzw_1_A_A_model1,57
7xfc_3_G_G_model1,49
4v88_64_NE_Da_model1,74
5lf3_12_Z_Z_model1,92
7nep_1_E_E_model1,90
3w96_4_D_D_model1,56
7v5m_13_AA_M_model1,92
8sgl_1_I_a_model1,7
4u4r_64_NE_n8_model1,74
1iru_9_W_W_model1,3
7qim_1_C_C_model1,90
5mvy_1_O_O_model1,90
3j3q_1_UR_hh_model1,8
5oav_1_A_A_model1,48
6i7o_63_LE_XR_model1,74
5ob0_1_A_A_model1,48
3j3q_1_BRA_2O_model1,8
8a2r_1_A_A_model1,90
3j3q_1_QG_e2_model1,8
3j3q_1_RT_fH_model1,8
5y0c_5_J_H_model1,56
3j3q_1_ZW_t_model1,8
5av8_4_H_H_model1,56
3j3q_1_LV_aO_model1,8
3j3q_1_LF_T_model1,8
3j3q_1_EKA_4h_model1,8
5avb_4_H_H_model1,56
8shf_4_L_d_model1,52
7dgm_1_B_B_model1,88
6kvd_5_J_H_model1,56
7wbv_21_U_c_model1,86
5b0y_3_C_C_model1,86
2w4u_5_Q_J_model1,90
7sxa_2_C_C_model1,90
8c00_16_P_Y_model1,91
7w3f_15_O_o_model1,71
1aum_1_A_A_model1,1
6z6k_28_BA_SW_model1,17
8sh9_4_D_D_model1,52
3j3y_1_RCA_cu_model1,8
6wjd_32_TA_s_model1,92
4u4z_43_QA_L6_model1,5
8u5h_8_I_M_model1,80
5kgf_3_C_C_model1,14
1esv_2_B_A_model1,90
7w39_15_O_O_model1,71
3j3q_1_DD_3c_model1,8
9b0k_1_F_F_model1,90
6lab_3_G_G_model1,14
3j3q_1_ZRA_ly_model1,8
3j3q_1_CM_33_model1,8
7vz4_4_H_H_model1,56
4u6f_4_D_S2_model1,87
6mse_29_QA_o_model1,71
8ord_1_B_B_model1,61
8wgh_7_G_C_model1,43
6mup_4_H_H_model1,56
3j3y_1_FS_5D_model1,8
5xrs_2_B_B_model1,51
6slq_1_D_D_model1,8
3j3y_1_MHA_9u_model1,8
8i17_1_A_A_model1,14
3j3y_1_LY_9c_model1,8
6gqb_28_BA_X_model1,62
3wtp_3_C_C_model1,86
3j3y_1_XQA_hd_model1,8
6fq6_4_H_H_model1,56
8sts_1_B_C_model1,32
7dbp_5_I_H_model1,79
6vz4_3_C_C_model7,40
7rb9_1_D_C_model1,90
7vvu_6_F_N_model1,40
3j3q_1_KHA_9Y_model1,8
2zst_1_A_A_model1,19
6fyy_13_M_J_model1,76
5fcj_64_NE_n8_model1,74
7va4_6_F_H_model1,56
3j3q_1_L_I_model1,8
8bqd_62_JB_AH_model1,62
5xn2_1_A_A_model1,32
3j3y_1_MN_F_model1,8
6vz4_3_C_C_model1,40
3j3q_1_EP_4q_model1,8
3j3y_1_TMA_ee_model1,8
3j3y_1_DC_3F_model1,8
3j3q_1_II_7v_model1,8
8r8z_1_A_A_model1,15
7rb8_1_C_B_model1,90
4u55_15_O_C3_model1,91
7zkr_1_A_A_model1,85
8r92_1_A_A_model1,15
3j3q_1_XV_kI_model1,8
3j3q_1_JP_8y_model1,8
8tj4_2_F_F_model1,51
6a5o_19_S_d_model1,56
6uit_1_A_A_model1,32
3j3y_1_PM_bm_model1,8
6r87_36_JA_c_model1,74
6qik_24_X_Y_model1,45
4u55_43_RD_l6_model1,5
6tda_4_H_H_model1,70
5ndg_61_IB_N5_model1,62
3j3y_1_RP_dI_model1,8
8afi_1_P_O_model1,85
3ffk_2_D_E_model1,90
3j3y_1_BIA_2_model1,8
8q3x_3_G_GGG_model1,14
6kig_3_KA_N_model1,41
3j3y_1_RGA_d1_model1,8
3j3y_1_DSA_3m_model1,8
3j3q_1_VL_iK_model1,8
8jlb_3_C_C_model1,86
8r9h_1_A_A_model1,15
6l9z_4_H_H_model1,56
5e5a_5_F_D_model1,80
8ots_4_D_D_model1,56
7cro_4_H_H_model1,70
6jxd_4_H_H_model1,56
7asl_1_C_C_model1,8
3j3q_1_UEA_hI_model1,8
4g5o_1_A_A_model1,94
6i84_2_C_V_model1,40
3j3y_1_VV_gI_model1,8
7mpj_23_W_BW_model1,17
4hmg_2_B_B_model1,53
5obm_59_KE_c3_model1,91
3j3y_1_JI_7m_model1,8
6woo_50_XA_CC_model1,87
6avo_11_X_X_model1,92
3j3q_1_UV_hp_model1,8
9b03_1_A_A_model1,90
6t3d_1_A_A_model1,54
8shq_10_J_Z_model1,75
3j3q_1_NS_bx_model1,8
3j3y_1_WY_h3_model1,8
6t90_4_D_D_model1,56
7ot6_1_A_A_model1,47
3j3y_1_WHA_gd_model1,8
7v9s_4_D_D_model1,56
8jne_4_H_H_model1,56
3j3q_1_FHA_5Q_model1,8
7xvm_4_N_N_model1,56
7jzv_3_C_N_model1,14
4u53_43_RD_l6_model1,5
6gsn_2_B_C_model1,65
8iai_4_L_D_model1,61
5jlf_1_B_B_model1,90
8smz_3_C_C_model1,14
3j3q_1_MPA_b2_model1,8
7vvz_6_F_N_model1,40
8iah_5_O_E_model1,61
